INDEX,NAME,GLON,GLAT,RA,DEC,POS_ERR,SNR,PIPELINE,PIPE_DET,PCCS2,PSZ,IR_FLAG,Q_NEURAL,Y5R500,Y5R500_ERR,VALIDATION,REDSHIFT_ID,REDSHIFT,MSZ,MSZ_ERR_UP,MSZ_ERR_LOW,MCXC,REDMAPPER,ACT,SPT,WISE_FLAG,AMI_EVIDENCE,COSMO,COMMENT
897,PSZ2 G196.65-45.51,196.6577117,-45.51855124,55.73133108,-8.660603275,4.804950237,4.910207748,3,111,FALSE,656,0,0.984696984,1.537715077,0.59951359,20,,-1,0,0,0,,,,,3,-1000,FALSE,
899,PSZ2 G198.46+46.01,198.4669651,46.01693195,142.7117608,28.8476199,5.318990231,6.265459538,2,111,FALSE,660,0,0.911894023,1.785652995,0.630789161,24,RMJ093049.7+285108.0,0.299461573,5.554939747,0.518980503,0.554598808,,RMJ093049.7+285108.0,,,-10,1.007018447,TRUE,
901,PSZ2 G198.73+13.34,198.7326184,13.34348238,108.7047414,18.52100652,5.379786491,6.029193878,2,110,TRUE,661,0,0.310649008,6.433940887,1.765298128,20,,-1,0,0,0,,,,,-3,-1000,FALSE,"Point sources at: 857GHz,"
903,PSZ2 G198.90+18.16,198.9021492,18.16476644,113.4538978,20.31352813,2.629315853,5.862832069,3,111,FALSE,662,0,0.998613,2.774074316,0.913910031,20,WHL J113.433+20.31,0.318399996,5.842621326,0.545115948,0.567492008,,,,,2,12.91548443,FALSE,
905,PSZ2 G199.61+53.41,199.6130615,53.41062474,151.2011973,29.2311114,3.448329449,5.404933453,3,111,FALSE,-1,0,0.959288001,2.206731319,0.744172215,13,,0.371172726,5.538028717,0.576711655,0.602147579,,,,,1,-1000,FALSE,
908,PSZ2 G200.06+77.22,200.0656118,77.22685128,178.5581184,29.24305229,6.668365955,5.002304077,2,110,FALSE,-1,0,0.936637998,2.108477831,0.890269578,24,RMJ115415.7+291524.1,0.360512346,4.621805191,0.569733143,0.657147408,,RMJ115415.7+291524.1,,,3,-1000,FALSE,
909,PSZ2 G200.63-64.71,200.6309466,-64.71636591,39.10858517,-19.34894843,5.248187065,5.130776882,2,111,FALSE,665,0,0.952154994,3.593838692,1.53593564,21,RXCJ0236.6-1923,0.090700001,2.479620218,0.303110123,0.324351549,J0236.6-1923,,,,-10,-1000,FALSE,
910,PSZ2 G200.82+27.42,200.8251946,27.42829562,123.3944219,22.06887357,2.177325249,5.860916138,3,11,FALSE,-1,0,0.985711992,1.236013293,0.410596788,24,RMJ081327.4+220331.4,0.382015139,6.093916893,0.580655098,0.611892223,,RMJ081327.4+220331.4,,,3,-1000,FALSE,
911,PSZ2 G200.95-28.16,200.9592464,-28.16460857,72.58348637,-3.007337084,1.943642974,6.195405483,2,111,FALSE,666,0,0.990548015,2.099909306,0.824948907,20,,0.219999999,5.302291393,0.508556366,0.540956974,,,,,-10,-1000,TRUE,
913,PSZ2 G201.50-27.31,201.5082844,-27.31998737,73.55918869,-3.019020792,1.37575233,7.108820915,2,11,FALSE,667,0,0.991882026,1.380476713,0.204604581,21,MACSJ0454.1-0300,0.537699997,8.304255486,0.69815731,0.727740765,J0454.1-0300,,,,3,-1000,TRUE,
914,PSZ2 G201.54+30.62,201.5413753,30.62843341,126.8799468,22.55415272,2.152291536,6.955446243,3,111,FALSE,668,0,0.984948993,1.608518124,0.466228604,25,ZwCl 0824.5+2244,0.334899992,6.348715782,0.532532692,0.507088184,,RMJ082728.4+223245.7,,,3,15.31983757,TRUE,
918,PSZ2 G203.18+20.84,203.1828604,20.84381739,117.727098,17.64332423,5.971446991,5.281830311,3,11,FALSE,-1,0,0.853462994,5.810597897,1.914717555,24,RMJ075100.8+173753.8,0.18401514,3.520768881,0.4679842,0.471574306,,RMJ075100.8+173753.8,,,-10,-1000,FALSE,
922,PSZ2 G204.10+16.51,204.1092204,16.51154268,113.960214,15.09791587,3.073342323,6.685509682,2,111,FALSE,673,0,0.989934981,4.527164459,2.073128223,10,ZwCl 0733.1+1514,0.122000001,3.705867529,0.341608763,0.356914997,,,,,-10,-1000,TRUE,
923,PSZ2 G204.24+14.51,204.2498267,14.51742114,112.1450221,14.14397741,3.832618713,5.870846748,2,111,FALSE,674,0,0.970790029,1.192701101,0.261866719,10,WHL J112.147+14.12,0.345400006,6.011415482,0.609579086,0.673706532,,,,,3,-1000,FALSE,
924,PSZ2 G204.73+15.88,204.7399884,15.88849966,113.6337842,14.28836148,1.821483612,6.106967926,2,111,FALSE,675,0,0.953068972,1.396652937,0.340316564,20,,0.344000012,6.221508503,0.60326767,0.629508018,,,,,3,-1000,TRUE,
926,PSZ2 G205.05-62.95,205.0538115,-62.95341126,41.60762817,-20.52687372,2.428849936,8.947618484,1,111,FALSE,676,0,0.988206983,4.655957222,1.249960423,20,,0.310000002,7.635276794,0.480610847,0.512244701,,,,,3,-1000,TRUE,
928,PSZ2 G205.56-44.20,205.5608164,-44.2093467,59.87648091,-13.65673332,2.583436489,5.760268211,3,111,FALSE,677,0,0.915825009,2.138353586,0.707617342,20,ACO   471,-1,0,0,0,,,,,-3,-1000,FALSE,
930,PSZ2 G205.90+73.76,205.9040774,73.76163745,174.5533748,27.92029555,2.428355217,7.951275349,1,111,FALSE,680,0,0.938634992,1.629337192,0.393822789,20,WHL J174.518+27.97,0.447400004,7.387940407,0.542451859,0.563320637,,,,,3,17.84357262,TRUE,
931,PSZ2 G205.93-39.46,205.9371946,-39.46211692,64.40636389,-11.895872,2.428904533,13.77848339,1,111,FALSE,681,0,0.996712983,3.648787975,0.523330629,21,MACSJ0417.5-1154,0.442999989,12.25038147,0.525318146,0.55023098,J0417.5-1154,,,,3,-1000,TRUE,
933,PSZ2 G206.45+13.89,206.4595568,13.8926774,112.4970061,11.93909209,2.353767633,7.303734303,2,111,FALSE,682,0,0.994517028,1.602861404,0.357518315,12,,0.381000012,7.238685131,0.603490829,0.614191532,,,,,-3,-1000,TRUE,
935,PSZ2 G206.75-33.21,206.7557138,-33.21057474,70.42874262,-9.766846273,3.568009615,4.930806637,2,111,FALSE,-1,0,0.944584012,1.657644033,0.566653371,16,,-1,0,0,0,,,,,3,-1000,FALSE,
936,PSZ2 G207.88+81.31,207.8885364,81.31378869,183.0900801,27.55304538,1.392920732,10.08654022,3,111,TRUE,685,0,0.984687984,2.461351395,0.520095587,20,RXC J1212.3+2733,0.352999985,7.503772259,0.437840462,0.439502716,J1212.3+2733,RMJ121218.5+273255.1,,,3,19.99282646,TRUE,"Point sources at: 353GHz,"
938,PSZ2 G208.60-26.00,208.6003159,-26.00635042,77.68686412,-8.020196577,2.428838968,10.2739706,1,111,FALSE,686,0,0.943794012,4.239606857,0.873695076,21,RXCJ0510.7-0801,0.219500005,7.743840218,0.475852966,0.484037399,J0510.7-0801,,,,-10,-1000,TRUE,
940,PSZ2 G208.80-30.67,208.8073933,-30.67000392,73.52095481,-10.22627947,1.295411468,9.477376938,2,111,FALSE,688,0,0.981854975,2.505067587,0.59882462,21,RXCJ0454.1-1014,0.247500002,7.255627155,0.474320412,0.488719463,J0454.1-1014,,,,-10,-1000,TRUE,
943,PSZ2 G209.54-36.50,209.5459007,-36.50640056,68.37659926,-13.23932881,2.264436007,12.20785332,2,111,FALSE,689,0,0.975870013,14.30711651,2.9252882,21,RXCJ0433.6-1315,0.032600001,2.713885307,0.145772457,0.15450716,J0433.6-1315,,,,-10,-1000,TRUE,
944,PSZ2 G209.79+10.23,209.7930882,10.23056298,110.5963409,7.408582953,2.428704977,9.562637329,1,111,FALSE,690,0,0.981953979,2.391319752,0.511818349,11,,0.676999986,10.72731781,0.629983902,0.664358139,,,,,-3,-1000,TRUE,
945,PSZ2 G210.01+50.85,210.0153762,50.85770664,149.8407733,22.47234776,4.855641842,5.055756569,1,111,FALSE,-1,0,0.976144016,2.543929815,0.938753426,30,GMBCG J149.91715+22.43516,0.319000006,4.956007957,0.628646374,0.627037048,,,,,3,-1000,FALSE,
947,PSZ2 G210.08-60.96,210.0852671,-60.96779417,44.41811564,-22.16270279,2.390295982,6.695640087,2,111,FALSE,691,0,0.985913992,1.302987695,0.280836701,21,MACSJ0257.6-2209,0.321999997,6.054954052,0.562422752,0.592220783,J0257.6-2209,,,,3,-1000,TRUE,
948,PSZ2 G210.22+15.56,210.2240019,15.56714609,115.629786,9.37385931,5.185642719,5.487170219,2,110,FALSE,-1,0,0.930077016,5.532467842,1.969794631,21,RXC J0742.6+0922,0.061999999,2.031349421,0.246809006,0.261037946,J0742.6+0922,,,,-10,-1000,FALSE,
949,PSZ2 G210.37-37.00,210.3765747,-37.00662996,68.18270407,-14.05027829,4.489506245,9.844675064,2,111,TRUE,-1,0,0.00149429,13.66337872,3.65326333,-1,,-1,0,0,0,,,,,-3,-1000,FALSE,"Point sources at: 857GHz,"
950,PSZ2 G210.57-44.61,210.57376,-44.61572226,60.94669932,-17.10912316,2.887214184,5.645291805,3,111,FALSE,692,0,0.998775005,2.638108253,0.947448671,20,ACO   472,-1,0,0,0,,,,,3,-1000,FALSE,
951,PSZ2 G210.64+17.09,210.6485391,17.09715627,117.2071764,9.668524046,1.386303067,7.556130409,2,111,TRUE,693,0,0.992857993,1.484307647,0.294154286,20,,0.479999989,7.790245533,0.605383396,0.627472401,,,,,3,-1000,TRUE,"Point sources at: 353GHz,"
953,PSZ2 G210.78-36.25,210.7849107,-36.25298688,69.02984701,-14.0494475,5.759486675,6.318051815,2,110,FALSE,-1,0,0.999976993,2.46508193,0.922465682,-1,,-1,0,0,0,,,,,-2,-1000,FALSE,
954,PSZ2 G211.21+38.66,211.2123742,38.66591029,137.804475,17.80274334,2.42864275,5.587584496,1,111,FALSE,694,0,0.860522985,1.377470255,0.441525757,20,RXC J0911.1+1746,0.504899979,6.990733624,0.729213238,0.789316654,J0911.1+1746,RMJ091111.5+174628.9,,,3,-1000,FALSE,
955,PSZ2 G211.31-60.28,211.3122423,-60.28201585,45.30977691,-22.55316848,4.027258873,5.19618845,2,110,FALSE,695,0,0.954330027,1.987473488,1.118930817,16,,-1,0,0,0,,,,,3,-1000,FALSE,
956,PSZ2 G212.25-53.20,212.2527976,-53.20324976,52.77565032,-21.02759594,2.428717613,5.880768776,1,110,FALSE,-1,0,0.998493016,1.868041873,0.623639822,21,RXCJ0331.1-2100,0.187999994,4.342922211,0.455918789,0.486418724,J0331.1-2100,,,,-10,-1000,FALSE,
957,PSZ2 G212.44+63.19,212.4439557,63.19116201,163.2183841,24.22942645,2.428911686,4.781821251,1,110,FALSE,696,0,0.978125989,2.593101025,1.094341993,24,RMJ105252.4+241530.0,0.541976571,5.659370899,0.809484482,0.972379684,,RMJ105252.4+241530.0,,,3,-0.834932804,FALSE,
960,PSZ2 G212.82-84.04,212.8262226,-84.04064201,19.54849827,-26.95876173,2.428908587,8.556296349,1,111,FALSE,700,0,0.948973,2.916429281,0.75938499,21,RXCJ0118.1-2658,0.227500007,5.679254055,0.384246349,0.426113605,J0118.1-2658,,,,-10,-1000,TRUE,
961,PSZ2 G212.93-54.04,212.9322812,-54.04479639,52.03990331,-21.66082274,4.936858654,4.850892544,2,110,TRUE,-1,1,0.972896993,1.178982735,0.395730317,21,BVH2007 43,0.589999974,6.21502018,0.779036999,0.724794984,J0328.6-2140,,,,-10,-1000,FALSE,"Point sources at: 353GHz, 545GHz, 857GHz,"
964,PSZ2 G213.39+80.59,213.3936916,80.59449657,182.3234178,26.65912643,2.428416729,6.595682144,1,111,FALSE,703,0,0.945186973,1.286812901,0.384250164,20,WHL J182.349+26.67,0.558600008,7.034222126,0.627998829,0.63945961,,RMJ120923.7+264046.7,,,3,22.49950218,TRUE,
966,PSZ2 G214.08+23.15,214.0865517,23.15317073,124.1581133,9.369399195,2.143057823,6.786180973,3,111,FALSE,706,0,0.990975976,2.234348297,0.554078162,20,WHL J124.171+9.392,0.255699992,5.692354202,0.439350128,0.453974724,,RMJ081641.0+092332.5,,,-10,-1000,TRUE,
968,PSZ2 G215.19-49.65,215.1994805,-49.65196022,57.00109536,-21.73505235,3.24660778,8.311306,2,111,FALSE,708,0,0.963479996,2.734512329,0.663786352,30,A3168,0.239899993,5.993477821,0.433971405,0.482592583,,,,,-10,-1000,TRUE,
969,PSZ2 G215.24-26.10,215.2476523,-26.10296158,80.17579596,-13.46901227,2.229796886,6.025511742,3,111,FALSE,709,0,0.993472993,1.68513906,0.441083252,21,MACSJ0520.7-1328,0.335999995,6.242377758,0.523509026,0.540096283,J0520.7-1328,,,,3,-1000,FALSE,
971,PSZ2 G215.51+06.58,215.5118251,6.584655025,109.8932947,0.715741602,2.157906771,11.33547688,2,111,FALSE,710,0,0.995598972,4.645290375,0.903291523,21,RXC J0719.5+0043,0.219699994,8.037874222,0.417277336,0.463975906,J0719.5+0043,,,,-10,-1000,FALSE,
972,PSZ2 G215.61+22.61,215.6116688,22.61215154,124.2862946,7.869101381,1.897453666,6.546200275,2,111,FALSE,711,0,0.974843025,1.234544635,0.266907215,24,RMJ081710.5+075344.3,0.249187618,5.194909096,0.491128445,0.511356831,,RMJ081710.5+075344.3,,,-10,-1000,TRUE,
976,PSZ2 G216.62+47.00,216.6290477,47.0082076,147.4592105,17.1213909,1.277584076,9.827942848,3,111,FALSE,715,0,0.978420019,2.250463963,0.440062195,20,RXC J0949.8+1707,0.382600009,8.238749504,0.464493752,0.456129551,J0949.8+1707,RMJ094951.8+170710.6,,,3,-1000,TRUE,
977,PSZ2 G216.76-41.84,216.7620741,-41.84716533,65.32378492,-20.39522146,2.428809643,6.13897562,1,111,TRUE,716,0,0.979403019,1.527637124,0.473466903,20,ACO S  443,-1,0,0,0,,,,,3,-1000,TRUE,"Point sources at: 353GHz,"
978,PSZ2 G216.80+09.25,216.8089326,9.250409556,112.8515815,0.796737784,5.269233704,5.630905151,2,110,FALSE,717,0,0.996055007,2.836051702,1.07312274,11,,0.273000002,5.16692543,0.565828323,0.661623955,,,,,-10,-1000,FALSE,
979,PSZ2 G217.09+40.15,217.0910877,40.15889044,141.0319985,14.16625986,3.804411173,7.016758442,2,111,FALSE,718,0,0.94204402,4.904375553,1.342669725,20,RXC J0924.0+1410,0.135700002,3.889829159,0.354741573,0.366718769,J0924.0+1410,RMJ092415.4+140742.1,,,-10,-1000,TRUE,
980,PSZ2 G217.40+10.88,217.4063693,10.88503092,114.5736991,1.027064254,2.423474312,7.776380539,2,111,FALSE,720,0,0.996885002,2.819380999,0.817135453,21,RXC J0738.2+0101,0.188999996,5.339805126,0.412840366,0.436878681,J0738.2+0101,,,,-10,-1000,TRUE,
983,PSZ2 G218.59+71.31,218.5949099,71.31455529,172.4647746,23.81683496,2.425853014,7.215711594,3,111,FALSE,724,0,0.9296,3.810065985,1.136811852,20,RXC J1129.8+2347,0.137099996,3.591041088,0.297706127,0.303836346,J1129.8+2347,RMJ112946.4+234927.5,,,-10,1.82517159,TRUE,
984,PSZ2 G218.81+35.51,218.818696,35.51037857,137.2880648,10.98521366,2.428860188,8.429953575,1,111,FALSE,726,0,0.994181991,3.911501408,0.940982223,20,RXC J0909.1+1059,0.175099999,5.418205738,0.390755653,0.384869099,J0909.1+1059,RMJ090912.2+105824.9,,,-10,-1000,TRUE,
986,PSZ2 G219.45-35.90,219.4550299,-35.90468822,72.0470177,-20.44461957,3.818434,6.516794682,2,111,FALSE,-1,0,0.888463974,7.509563923,2.440607071,21,RXCJ0448.2-2028,0.071999997,2.472005844,0.261637211,0.24414134,J0448.2-2028,,,,-10,-1000,TRUE,
987,PSZ2 G219.88+22.83,219.8841297,22.83808736,126.2813007,4.456367352,6.191582203,7.895586967,2,111,FALSE,731,0,0.942027986,8.689288139,2.448524714,24,RMJ082500.2+042548.6,0.232812658,5.06792593,0.435407162,0.483514786,,RMJ082500.2+042548.6,,,-10,-1000,TRUE,
988,PSZ2 G219.89-34.39,219.8939042,-34.39816425,73.68960975,-20.28045779,2.002512932,6.329614639,3,11,FALSE,730,0,0.919030011,1.34243834,0.382348478,20,,0.699999988,7.916410923,0.62352705,0.685861588,,,,,3,-1000,TRUE,
990,PSZ2 G220.53-38.55,220.5354975,-38.55369512,69.64618949,-22.10365707,3.289909601,6.568460941,2,111,FALSE,-1,0,0.975484014,2.659101963,1.218152165,21,RXCJ0438.9-2206,0.067000002,2.394342661,0.232372522,0.247117043,J0438.9-2206,,,,-10,-1000,TRUE,
992,PSZ2 G220.83+42.20,220.8378255,42.2023036,144.1465744,12.452202,2.428822756,5.810921192,1,111,FALSE,734,0,0.943394005,1.313016057,0.380853057,25,ZwCl 0934.1+1245,0.310400009,5.750047684,0.616108894,0.667285442,,RMJ093645.4+123018.2,,,3,-1000,FALSE,
993,PSZ2 G221.06-44.05,221.0688336,-44.05659921,64.03536025,-24.05442076,2.428853512,5.147061825,1,110,FALSE,-1,0,0.952255011,1.235539556,0.43275854,16,,-1,0,0,0,,,,,3,-1000,FALSE,
994,PSZ2 G222.52+20.58,222.5251043,20.58436399,125.4495211,1.230181061,3.496626139,5.035803795,2,111,FALSE,738,0,0.984171987,1.959914684,0.876309812,21,RXCJ0821.8+0112,0.082199998,2.288994074,0.290518045,0.305800915,J0821.8+0112,RMJ082150.6+011149.5,,,-10,-1000,FALSE,
996,PSZ2 G222.78+12.84,222.7833128,12.84624461,118.7763915,-2.69838681,2.321640015,6.865193844,2,111,FALSE,739,0,0.99397099,1.804763198,0.557437778,11,,0.368999988,6.724890232,0.587677956,0.587001324,,,,,3,-1000,TRUE,
997,PSZ2 G222.99-65.70,222.9980412,-65.70449652,40.35443316,-28.65943128,1.574809313,8.535298347,3,111,FALSE,740,0,0.983874977,3.183366537,0.668626308,21,RXC J0241.3-2839,0.232299998,6.18371582,0.400613308,0.397074699,J0241.3-2839,,,,-10,-1000,TRUE,
998,PSZ2 G223.04-20.27,223.0480919,-20.27847215,88.67915482,-17.73825105,2.426615715,4.991312027,2,110,FALSE,741,0,0.946904004,1.968267798,0.813229322,11,ACO   551,0.189999998,3.930460453,0.483794212,0.511513948,,,,,-10,-1000,FALSE,
1000,PSZ2 G223.47+26.85,223.4786762,26.8513654,131.3705785,3.475399192,2.428790569,4.988645077,1,111,FALSE,742,0,0.90981102,2.839246035,1.208137155,20,RXC J0845.5+0327,0.326900005,5.27171278,0.648235798,0.644384384,,RMJ084527.8+032738.9,,,-3,-1000,FALSE,
1001,PSZ2 G223.93-60.10,223.9360019,-60.10735251,46.75287889,-28.68437032,2.427850246,9.449102402,1,111,FALSE,744,0,0.970248997,3.169157028,0.705013335,21,RXCJ0307.0-2840,0.253699988,6.960427761,0.443436146,0.452539444,J0307.0-2840,,,,-10,-1000,TRUE,
1002,PSZ2 G224.00+69.33,224.0012376,69.3323912,171.0046075,21.48938666,2.136352777,8.787463188,3,111,FALSE,745,0,0.980364025,3.397301197,0.86977458,20,RXC J1123.9+2129,0.190400004,5.274278641,0.351318359,0.349823952,J1123.9+2129,RMJ112358.8+212849.7,,,-10,1.339027882,TRUE,
1003,PSZ2 G224.01-11.14,224.0168176,-11.14728104,97.7525275,-14.83521073,3.5503304,6.722204208,2,111,FALSE,746,0,0.995316029,2.456029177,0.889326274,11,,0.620000005,8.453643799,0.706647873,0.76692152,,,,,-3,-1000,FALSE,
1006,PSZ2 G224.38-24.95,224.3829157,-24.95634577,84.58470978,-20.64542797,3.838368893,5.609352112,2,111,FALSE,-1,0,0.993642986,2.91601491,0.937126875,21,RXCJ0538.2-2037,0.091499999,2.536560774,0.27929163,0.318607807,J0538.2-2037,,,,-10,-1000,FALSE,
1007,PSZ2 G224.40-76.54,224.4044327,-76.54755849,27.9679784,-28.98980239,7.875028133,6.090786934,3,11,FALSE,747,0,0.994508028,4.51861763,1.663955688,20,RXC J0152.5-2853,0.412999988,5.815092564,0.47344017,0.557165623,,,,,3,-1000,FALSE,
1009,PSZ2 G224.82+13.62,224.8284626,13.62576727,120.4237256,-4.064692816,1.702247739,5.833569527,2,111,FALSE,752,0,0.999436021,1.894835949,0.9161762,12,,0.294,5.475417614,0.552800179,0.548545361,,,,,-10,-1000,FALSE,
1010,PSZ2 G224.86-79.51,224.8688564,-79.51623837,24.5815777,-28.80738059,5.223663807,4.979660511,2,110,FALSE,-1,0,0.886924982,0.878017426,0.245250374,-1,,-1,0,0,0,,,,,-3,-1000,FALSE,
1012,PSZ2 G225.48+29.41,225.4886961,29.41192587,134.4753003,3.174423337,3.662841082,5.958268166,2,111,FALSE,754,0,0.982309997,2.555729866,0.949441791,20,ACO 732,0.202999994,4.598209381,0.449771404,0.490489483,,RMJ085754.0+031035.2,,,-10,-1000,FALSE,
1016,PSZ2 G225.93-19.99,225.9321007,-19.99528927,90.0650947,-20.12433983,2.428872108,12.41750908,1,111,FALSE,757,0,0.994599998,3.773663044,0.646458924,20,RXC J0600.1-2007,0.460000008,10.73086643,0.511164665,0.53673172,,,,,3,-1000,TRUE,
1019,PSZ2 G226.16-21.95,226.1641881,-21.95521529,88.21371279,-21.06502194,2.577746391,9.522298813,2,111,TRUE,759,0,0.95193702,7.268876553,1.441142082,21,RXCJ0552.8-2103,0.098899998,3.873213768,0.2520051,0.272310734,J0552.8-2103,,,,-10,-1000,TRUE,"Point sources at: 217GHz,"
1020,PSZ2 G226.18+76.79,226.1828611,76.7903079,178.8322869,23.40958562,1.700898528,14.55732059,3,111,FALSE,758,0,0.995024025,5.552945614,0.892644465,20,RXC J1155.3+2324,0.142700002,5.947109222,0.241816521,0.245946407,J1155.3+2324,RMJ115518.0+232417.8,,,-10,25.51508331,TRUE,
1021,PSZ2 G226.75+48.95,226.7518303,48.95741718,152.215835,11.78973136,3.671009064,6.740617275,2,111,FALSE,761,0,0.926889002,3.950349808,1.596414685,21,RXC J1008.7+1147,0.2245,4.849550724,0.409731865,0.508402348,J1008.7+1147,,,,-10,-1000,TRUE,
1022,PSZ2 G227.21+54.79,227.2118435,54.79678838,157.662842,14.24326228,5.328359127,5.692901611,2,111,FALSE,-1,0,0.897503018,4.866580009,2.186072111,24,RMJ103034.8+141541.8,0.326478153,4.867527485,0.510669231,0.574902534,,RMJ103034.8+141541.8,,,3,-1000,FALSE,
1029,PSZ2 G227.89+36.58,227.8902042,36.58625412,141.7153836,5.009736538,2.400736094,5.576707363,2,111,FALSE,764,0,0.952597976,1.235882878,0.365572602,25,ZwCl 0924.4+0511,0.461600006,6.387644291,0.670228004,0.679850101,,RMJ092647.3+050004.0,,,3,-1000,FALSE,
1030,PSZ2 G228.16+75.20,228.1607002,75.20570663,177.4032172,22.40633779,2.428770065,11.41751671,1,111,FALSE,765,0,0.988079011,2.399057627,0.457263649,20,RXC J1149.5+2224,0.545000017,10.4178257,0.520726204,0.545125961,J1149.5+2224,RMJ114935.7+222354.6,,,3,112.8128128,TRUE,
1032,PSZ2 G228.30-49.02,228.3075359,-49.02978464,59.70575471,-29.93470648,2.226238728,7.561573505,3,111,FALSE,767,0,0.980773985,2.820226908,0.769583404,21,MACSJ0358.8-2955,0.425000012,7.204823017,0.522444725,0.497532845,J0358.9-2955,,,,3,-1000,TRUE,
1035,PSZ2 G228.50+34.95,228.5026843,34.95575875,140.5605656,3.752893089,2.428889513,6.693232059,1,111,FALSE,769,0,0.976656973,2.64156723,0.80129236,20,WHL J140.532+3.766,0.270099998,5.781797886,0.511465073,0.576999187,,RMJ092207.6+034558.8,,,-10,-1000,TRUE,
1036,PSZ2 G228.62+68.44,228.6211812,68.44092573,170.8007776,19.61181909,2.428406954,5.974686146,1,111,FALSE,-1,0,0.998570979,2.665358067,1.087690473,21,RXC J1123.2+1935,0.104199998,2.910176516,0.311531305,0.335368156,J1123.2+1935,RMJ112318.4+193441.3,,,-10,-1000,FALSE,
1037,PSZ2 G229.23-17.23,229.2319129,-17.2323034,94.0896715,-21.94157017,2.374599218,9.644179344,2,111,FALSE,772,0,0.982820988,5.03166914,0.980900347,21,RXC J0616.3-2156,0.171000004,5.250618458,0.335324764,0.383338928,J0616.3-2156,,,,-10,-1000,TRUE,
1040,PSZ2 G229.74+77.96,229.7475035,77.96377535,180.3262067,23.09581217,1.683054447,12.01073265,3,111,TRUE,773,0,0.973317981,3.608078003,0.645944715,20,RXC J1201.3+2306,0.268999994,7.485827446,0.345301151,0.365634441,J1201.3+2306,RMJ120112.2+230557.3,,,-10,-100,TRUE,"Point sources at: 353GHz, 857GHz,"
1041,PSZ2 G229.93+15.30,229.9303308,15.30011295,124.3635295,-7.506537248,2.428849936,17.25680923,1,111,FALSE,774,0,0.986999989,13.08754158,1.718062639,21,RXC J0817.4-0730,0.0704,5.123790264,0.198153496,0.191662312,J0817.4-0730,,,,-10,-1000,TRUE,
1042,PSZ2 G230.28-24.42,230.2838209,-24.42911222,87.16091923,-25.48321338,3.508039474,6.08370018,3,111,FALSE,776,0,0.995651007,5.624140739,2.078305721,21,RXCJ0548.6-2527,0.041999999,1.53087604,0.158888221,0.169189572,J0548.6-2527,,,,-10,-1000,TRUE,
1044,PSZ2 G230.29-47.13,230.2963914,-47.13343598,62.09607476,-30.99114425,3.248904228,6.123346329,3,111,FALSE,-1,0,0.952412009,4.979019165,1.623675585,21,RXCJ0408.2-3053,0.059999999,1.843979716,0.173342347,0.181670547,J0408.2-3053,,,,-10,-1000,TRUE,
1045,PSZ2 G230.48+71.51,230.4885038,71.51453356,174.0534422,20.32452072,1.67917788,6.038304329,2,111,FALSE,-1,0,0.974878013,1.030716538,0.2313914,24,RMJ113608.5+201913.0,0.321184427,5.415278435,0.544475079,0.587563038,,RMJ113608.5+201913.0,,,3,-1000,TRUE,
1048,PSZ2 G231.05-17.32,231.0532785,-17.32979752,94.72276794,-23.58271023,3.439954519,4.945388794,2,11,FALSE,778,0,0.818401992,1.362951279,0.524922132,12,,0.402999997,5.299085617,0.6264925,0.682502747,,,,,3,-1000,FALSE,
1050,PSZ2 G231.56+60.03,231.5681655,60.03922432,163.5756141,14.65607964,2.428872108,7.879230499,1,111,FALSE,779,0,0.975410998,2.13273263,0.54009068,25,ACO 1127,0.299400002,6.642860413,0.491494656,0.525927544,,RMJ105417.5+143904.2,,,-10,-1000,TRUE,
1051,PSZ2 G231.70-07.80,231.7026918,-7.804704442,104.3562673,-20.22154928,2.427504063,6.943248749,1,111,TRUE,780,1,0.0125178,2.978103399,0.983952761,20,,0.200000003,5.442829132,0.482451916,0.501502037,,,,,-10,-1000,FALSE,"Point sources at: 217GHz, 353GHz, 545GHz, 857GHz,"
1052,PSZ2 G231.74-70.59,231.7438715,-70.59917135,34.54750428,-31.6966789,3.838005781,6.156340599,1,111,FALSE,-1,0,0.950563014,1.904015422,0.624007761,16,,-1,0,0,0,,,,,3,-1000,TRUE,
1055,PSZ2 G232.45-17.44,232.4557895,-17.44104081,95.17233151,-24.86165904,3.649791956,4.892264366,2,110,FALSE,-1,0,0.954432011,1.234830737,0.505214274,-1,,-1,0,0,0,,,,,0,-1000,FALSE,
1056,PSZ2 G232.84+38.13,232.8475005,38.13566982,145.1110025,2.471930625,4.326853275,5.223493099,3,111,FALSE,783,0,0.894703984,3.552672625,1.276462436,20,ACO 847,0.150800005,3.43227005,0.384676218,0.398836374,,RMJ094024.6+022839.5,,,-10,-1000,FALSE,
1058,PSZ2 G233.12-26.25,233.1250115,-26.25010654,86.16379564,-28.50306434,3.271098137,5.596162319,2,11,FALSE,-1,0,0.820356011,0.838104129,0.162724227,-1,,-1,0,0,0,,,,,0,-1000,FALSE,
1064,PSZ2 G234.06-30.74,234.0637545,-30.74202023,81.49205575,-30.58750805,2.244885683,6.616917133,3,111,FALSE,785,0,0.953194022,2.941914082,0.906511009,20,ACO 3342,0.199399993,4.306956768,0.363706112,0.369652033,,,,,-10,-1000,TRUE,
